1	EM	0		Ken	J	Sánchez		0		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	92C4279F-1207-48A3-8448-4636514EB7E2	2009-01-07 00:00:00
2	EM	0		Terri	Lee	Duffy		1		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	D8763459-8AA8-47CC-AFF7-C9079AF79033	2008-01-24 00:00:00
3	EM	0		Roberto		Tamburello		0		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	E1A2555E-0828-434B-A33B-6F38136A37DE	2007-11-04 00:00:00
4	EM	0		Rob		Walters		0		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	F2D7CE06-38B3-4357-805B-F4B6B71C01FF	2007-11-28 00:00:00
5	EM	0	Ms.	Gail	A	Erickson		0		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	F3A3F6B4-AE3B-430C-A754-9F2231BA6FEF	2007-12-30 00:00:00
6	EM	0	Mr.	Jossef	H	Goldberg		0		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	0DEA28FD-EFFE-482A-AFD3-B7E8F199D56F	2013-12-16 00:00:00
7	EM	0		Dylan	A	Miller		2		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	C45E8AB8-01BE-4B76-B215-820C8368181A	2009-02-01 00:00:00
8	EM	0		Diane	L	Margheim		0		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	A948E590-4A56-45A9-BC9A-160A1CC9D990	2008-12-22 00:00:00
9	EM	0		Gigi	N	Matthew		0		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	5FC28C0E-6D36-4252-9846-05CAA0B1F6C5	2009-01-09 00:00:00
10	EM	0		Michael		Raheem		2		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	CA2C740E-75B2-420C-9D4B-E3CBC6609604	2009-04-26 00:00:00
11	EM	0		Ovidiu	V	Cracium		0		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	D2CC2577-EF6B-4408-BD8C-747337FE5645	2010-11-28 00:00:00
12	EM	0		Thierry	B	D'Hers		2		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	FA263C7F-600D-4E89-8DCD-0978F3530F5F	2007-12-04 00:00:00
13	EM	0	Ms.	Janice	M	Galvin		2		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	34EB99E0-7042-4DC1-A2FD-BDA290FF0E07	2010-12-16 00:00:00
14	EM	0		Michael	I	Sullivan		2		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	9A7501DE-5CAF-4700-AB07-CC81102BB696	2010-12-23 00:00:00
15	EM	0		Sharon	B	Salavaria		2		"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>"	BEBA63CB-13F1-4B76-A3DE-FE9AC283A94C	2011-01-11 00:00:00
